level_id,obstacle_density,time_limit,enemy_count,platform_gap,moving_obstacle_ratio,powerup_count,checkpoint_count,level_length,base_difficulty_score,novice_completion_rate,novice_avg_attempts,novice_avg_time,novice_quit_rate,novice_perfect_rate,intermediate_completion_rate,intermediate_avg_attempts,intermediate_avg_time,intermediate_quit_rate,intermediate_perfect_rate,expert_completion_rate,expert_avg_attempts,expert_avg_time,expert_quit_rate,expert_perfect_rate,novice_death_zone_1,novice_death_zone_2,novice_death_zone_3,novice_death_zone_4,novice_death_zone_5,novice_total_death_density,novice_frustration_index,novice_consecutive_fail_rate,novice_rage_quit_rate,novice_checkpoint_utilization,novice_avg_death_position,novice_death_concentration,intermediate_death_zone_1,intermediate_death_zone_2,intermediate_death_zone_3,intermediate_death_zone_4,intermediate_death_zone_5,intermediate_total_death_density,intermediate_frustration_index,intermediate_consecutive_fail_rate,intermediate_rage_quit_rate,intermediate_checkpoint_utilization,intermediate_avg_death_position,intermediate_death_concentration,expert_death_zone_1,expert_death_zone_2,expert_death_zone_3,expert_death_zone_4,expert_death_zone_5,expert_total_death_density,expert_frustration_index,expert_consecutive_fail_rate,expert_rage_quit_rate,expert_checkpoint_utilization,expert_avg_death_position,expert_death_concentration,total_plays,unique_players,actual_completion_rate,actual_avg_attempts,actual_quit_rate,actual_avg_time,actual_perfect_rate,actual_rage_quit_rate,avg_num_deaths,actual_novice_completion_rate,actual_novice_avg_attempts,actual_novice_quit_rate,actual_novice_rage_quit_rate,actual_novice_avg_time,actual_intermediate_completion_rate,actual_intermediate_avg_attempts,actual_intermediate_quit_rate,actual_intermediate_rage_quit_rate,actual_intermediate_avg_time,actual_expert_completion_rate,actual_expert_avg_attempts,actual_expert_quit_rate,actual_expert_rage_quit_rate,actual_expert_avg_time
Level_001,0.199816047538945,145,11,2.982411990298251,0.7859028935268851,3,3,86,0.25600703373296557,0.4792262121110582,9.55189625168355,140.56867737319027,0.2991972549309634,0.13858508484855595,0.6779624965295761,4.110668521187678,88.44722866702071,0.14811732700663416,0.3356210002218739,0.6510379210714464,3.516590935852489,60.0976613370945,0.03586595096261139,0.5679405434999306,0.025280577147031816,0.05409037005800935,0.019012676624505016,0.022606644150118534,0.06906484326301308,0.4488252681120105,0.31555213041132046,0.2119425685046325,0.03673705577652283,0.9065828946986142,0.49746234778083664,0.15353704684685548,0.0018427285873195316,0.08302158504677856,0.03646647873364729,0.0,0.05397585746994322,0.4927482967768272,0.19248204795029156,0.10738563964124218,0.019169257746781982,0.9390860921585698,0.3329756858016257,0.168145562402424,0.0,0.05180776732509798,0.06064733454129225,0.0031476614102068515,0.060439572586200266,0.5478335213377511,0.23412158758969845,0.018490667753366913,0.0,0.9854761659357602,0.41716444224521637,0.11050224190655804,138,138,0.5507246376811594,5.22463768115942,0.11594202898550725,91.71527617554892,0.1956521739130435,0.028985507246376812,4.886363636363637,0.5,9.5,0.46875,0.09375,134.4840160473098,0.6301369863013698,3.9178082191780823,0.0136986301369863,0.0136986301369863,85.61484014537545,0.42424242424242425,3.9696969696969697,0.0,0.0,62.88100613553508
Level_002,0.43028572256396647,104,14,0.6844914118384972,0.08963112173444188,1,3,109,0.23438010177662089,0.4766736475430026,9.0305391943508,102.44963274942864,0.22546555019342177,0.11814928694722637,0.6704466078131728,3.6603380436503405,69.47085926789478,0.18187435364041807,0.3050347430130593,0.6873030206647447,2.4670603484002407,46.406894472905485,0.10296818001856761,0.6267752992356285,0.027489837410847102,0.06590438094190956,0.0,0.0,0.0,0.22055542109974483,0.15958338679326392,0.14923777431289015,0.023356805577809305,0.9598578633249372,0.39071900001991733,0.2974622810616728,0.027364750019960436,0.0508706145799989,0.01423182856091662,0.02723830203184205,0.05911261113822772,0.5026182258859647,0.23362004795059194,0.1358209448319761,0.026942351181215164,0.9310555048788909,0.31373848548546285,0.11737583768783759,0.029631053655489115,0.032884522278556275,0.03213400842236461,0.033593622962657825,0.004104030557137076,0.41185691504090344,0.1792699996147557,0.06187450973999298,0.0052563202706167374,0.9670378089263141,0.38184035695786744,0.1,128,128,0.5703125,4.796875,0.09375,68.70241027328245,0.2265625,0.0078125,4.362903225806452,0.46875,8.375,0.3125,0.0,93.14995766211193,0.6029411764705882,3.676470588235294,0.029411764705882353,0.014705882352941176,68.98262665593933,0.6071428571428571,3.4285714285714284,0.0,0.0,46.455228948495744
Level_003,0.342797576724562,142,13,1.8846357110033019,0.3182844792365933,4,0,225,0.2714246083749484,0.4659612055988543,10.358554342786153,142.0,0.31922675464811406,0.11557479441106251,0.5994130622147974,4.232545618515729,98.06613376337867,0.14347583965123298,0.2772620213118114,0.6382379301812753,3.011298031173967,59.82039703289042,0.07865198735021253,0.5650928238080456,0.040866880166317524,0.08046969001141104,0.03420730798026458,0.025987231000653237,0.02351997557097385,0.484239058232516,0.29570818428918594,0.2259046783143255,0.059056023543391595,0.891312690023075,0.3731495050044562,0.16583514588566303,0.012064710984304446,0.07320382399086912,0.023168832294155603,0.0,0.028593560523512335,0.3851636908137113,0.18202568988013926,0.10487888487188017,0.015012961662356869,0.9979534900203486,0.3477057087389554,0.18956682291029603,0.028273446845192604,0.03909787313348689,0.01651677833766115,0.041296440489090425,0.0,0.38956701167764146,0.1345110554548833,0.058045512938414964,0.010633429902414442,0.9721269004438434,0.38804391921349285,0.10573458396218796,132,132,0.5909090909090909,5.515151515151516,0.1590909090909091,90.51818470986554,0.1893939393939394,0.015151515151515152,5.284552845528455,0.4,10.6,0.6666666666666666,0.06666666666666667,135.86114903392948,0.6056338028169014,4.436619718309859,0.014084507042253521,0.0,94.76522881429895,0.7419354838709677,3.064516129032258,0.0,0.0,58.92085999771755
Level_004,0.28946339367881463,133,1,2.9232563390477475,0.7755763466202952,0,1,254,0.27252852453531745,0.5082379846977227,10.375722532634594,133.0,0.3349999422622914,0.10396530663399439,0.5632567677132333,4.451877210800734,89.91909943070083,0.13954135452168284,0.2607143023336165,0.6619640874771552,2.00743197994918,57.24194425686745,0.06242026906000343,0.5375741649156996,0.05412670660404244,0.025618183116286684,0.0540509943365746,0.03778679105373228,0.0435961635781294,0.5081562886419715,0.28328836481176,0.24536592016433173,0.054640326034409936,0.8835161771883075,0.3333256901834856,0.10630666420405004,0.01750687888310112,0.0,0.04767828025475869,0.0,0.03276057741539004,0.2753038456205207,0.1854854570926594,0.12325626443144586,0.011952993950998527,0.9581512500226448,0.4169845351543334,0.17255742549541153,0.03311871639275004,0.0,0.06008328485849936,0.03690790286308649,0.03868345053874874,0.5252751129710093,0.22853908014411,0.05910919253437815,0.008043671499219649,1.0,0.4999563364241432,0.11416706467328078,150,150,0.6133333333333333,4.92,0.11333333333333333,90.54880938426773,0.17333333333333334,0.02666666666666667,4.82089552238806,0.5675675675675675,9.486486486486486,0.4594594594594595,0.08108108108108109,126.86605283909869,0.6329113924050633,4.10126582278481,0.0,0.012658227848101266,88.74797610029137,0.6176470588235294,1.8529411764705883,0.0,0.0,58.51926422461859
Level_005,0.11240745617697462,113,12,1.807744610425372,0.6924057007151843,0,2,77,0.25958566253940724,0.43785168683563347,8.787232397156384,113.0,0.2927555626392708,0.10969803265781301,0.6402219187761242,4.10111533547811,78.06021080508062,0.14126909185818337,0.26010294145911816,0.5885057185095774,2.144787401685573,58.04484884943433,0.07472047682278989,0.5609231167091224,0.0040707417013540826,0.02436374514873962,0.022282996063702654,0.022762230889590923,0.0362447235929071,0.2591201031681207,0.1830597306872891,0.20590609525400366,0.03675635408503352,0.9025184607645781,0.3136772812029657,0.13933841772114564,0.0,0.032788404971521266,0.06475334729925827,0.0020066250308524228,0.043025363199771946,0.40074331385725154,0.21390598621754547,0.07984203668595241,0.01946890610299133,0.9732618724731742,0.3591948892411687,0.1611808960242375,0.0,0.05412783885736024,0.02878081692562424,0.0,0.03967971318782333,0.3814878819869233,0.1961432912069569,0.09993860441060384,0.0,0.985959056155713,0.46269351317497986,0.14151517317667803,134,134,0.5970149253731343,4.992537313432836,0.09701492537313433,79.08665004634366,0.1417910447761194,0.0,4.712,0.42857142857142855,9.607142857142858,0.42857142857142855,0.0,107.09725855713508,0.6625,4.3125,0.0125,0.0,79.01917114674964,0.5769230769230769,2.1153846153846154,0.0,0.0,56.916588682942724
Level_006,0.11239780813448107,141,2,2.073496595338156,0.653657656759424,2,0,246,0.19915291169913413,0.51943672135871,7.266691336977502,141.0,0.2713890190118068,0.1363776150731958,0.670309585496737,3.6135191391950143,85.8705254560767,0.0908918887717191,0.28865611646023653,0.7210458751040366,2.714170127018111,68.04519563649983,0.06615928748201279,0.551480575317684,0.002032566088591147,0.0,0.03998652427093898,0.04400838588138317,0.02636101393014534,0.2654114056912681,0.18234663650987573,0.1907841471323424,0.017175486515564234,0.8995167221312838,0.30045436752937915,0.16518957124674483,0.01098117937503353,0.016086555947578685,0.05433874665979596,0.002781962477104868,0.0,0.2366351342297862,0.07289070521493504,0.05008441937103274,0.0,0.9569144457351332,0.40534188789120845,0.22866461576027722,0.018566650704521372,0.0,0.04446716770168728,0.0013989480793742395,0.0006265770280358615,0.20246089713764254,0.04525564966743909,0.06285622339055741,0.0015597723301108625,0.9845638845101434,0.3864984970496152,0.21855387608757554,146,146,0.6164383561643836,4.082191780821918,0.03424657534246575,90.81410271150722,0.2191780821917808,0.0136986301369863,3.8333333333333335,0.5666666666666667,6.933333333333334,0.16666666666666666,0.06666666666666667,131.07952510714287,0.7088607594936709,3.4936708860759493,0.0,0.0,86.45482189531712,0.4594594594594595,3.027027027027027,0.0,0.0,64.90866418096832
Level_007,0.07323344486727978,128,1,2.239371722461543,0.20632226163595188,2,2,254,0.13609873894133168,0.6952273432045719,6.177161315114683,118.32832820514939,0.123772962083531,0.17222540207836384,0.7426856067953879,2.737794067627276,72.82666161149908,0.08533935284464286,0.350903037443697,0.738815841244512,3.0686949877271785,48.579094092349486,0.030853206082733016,0.6106151761041988,0.034574350158577724,0.012569017659862056,0.0,0.0,0.011462725338718394,0.1384014105291387,0.10324635875512407,0.07260123970233659,0.0,0.9653215176948365,0.3677958281271068,0.24802008837170797,0.0030142033556743797,0.03195063288640816,0.0,0.0,0.005408054920108919,0.11347928543808831,0.07369535892710309,0.044284358085833524,0.009965252019872639,0.9588011352221744,0.35617518301416073,0.2790953207310804,0.0,0.012149590695199254,0.018013893178815632,0.0,0.0,0.09386700935049425,0.07309692670677698,0.044794043585679996,0.0,0.9653250037533344,0.5847894032028016,0.1898857495576968,150,150,0.7666666666666667,3.6266666666666665,0.006666666666666667,75.12801320987356,0.32,0.0,3.3515625,0.75,5.6875,0.03125,0.0,112.31114479106627,0.7682926829268293,3.024390243902439,0.0,0.0,72.6974001301268,0.7777777777777778,3.1666666666666665,0.0,0.0,48.725636998281416
Level_008,0.39647045830997407,122,2,1.636352661919433,0.13671006991205267,4,3,130,0.12528712986743856,0.6692341111366035,5.865162315638335,116.5166270789937,0.09797045915749114,0.16253239784197726,0.7377932426835195,2.670846580164034,83.45797363166639,0.12391263167454994,0.3600596485176233,0.7027663600062432,2.4784957860746823,56.54421034558923,0.01,0.5998906935796762,0.030250488322723555,0.014451956680492128,0.010820005530429385,0.0,0.0,0.1311192242295413,0.09109968224802374,0.055321303059224836,0.019475875369025085,1.0,0.3755511031084721,0.22896356301764956,0.0,0.01128850463796115,0.030262243588438743,0.0,0.0,0.11678998165396276,0.009854553953761128,0.10334267840943716,0.001872330893814363,0.9844659066826339,0.25168964127507276,0.25691695646359447,0.0023041026923891744,0.0,0.005968737462653631,0.015840635311786082,0.017328609834348085,0.12896536171740886,0.07793072389414914,0.0,0.011892327578453706,0.9894284051357369,0.33206439078434696,0.1333325249540464,141,141,0.6666666666666666,3.3049645390070923,0.02127659574468085,83.80818468921298,0.24113475177304963,0.0,3.1794871794871793,0.6333333333333333,5.6,0.1,0.0,113.95066114901333,0.6923076923076923,2.6538461538461537,0.0,0.0,84.1311942338683,0.6363636363636364,2.757575757575758,0.0,0.0,55.705824301232305
Level_009,0.29044600469728354,175,6,2.0688952002101586,0.5349145759395448,0,1,163,0.21961095300838224,0.48005149414193643,8.582319289794432,175.0,0.18381822178192442,0.15949296353033973,0.6877694210096802,3.0555849881672112,110.30434582555337,0.14145894999851022,0.2805318047560044,0.7341373545678482,2.3705372719585402,80.46243568075884,0.10597192898963156,0.5971300909745171,0.009746049448015208,0.03226204902695918,0.03269604907374603,0.0,0.05448339746150994,0.305083268462652,0.21035653457962084,0.10062064981135321,0.01610688367489554,0.9513161189277433,0.3087848461017462,0.17800188077956947,0.03232045053536235,0.015699934690375134,0.04651806752933989,0.01885636957527757,0.04767608046124276,0.4527347541256973,0.25597663996399106,0.11702923676685842,0.015880344388943778,0.9305707907694163,0.4205931604144374,0.10507478218879206,0.009370060317683358,0.004824057998282234,0.04110830681072785,0.014642116737825587,0.05791438223582385,0.3978895433365449,0.1573299038316979,0.05366298817335256,0.006283436503436614,0.986181804509894,0.5229957594236071,0.14518902087879806,131,131,0.7251908396946565,3.954198473282443,0.06870229007633588,111.11477630633327,0.24427480916030533,0.022900763358778626,3.7767857142857144,0.5172413793103449,8.241379310344827,0.3103448275862069,0.06896551724137931,170.0128190527936,0.7727272727272727,2.787878787878788,0.0,0.015151515151515152,112.01728776802072,0.8055555555555556,2.638888888888889,0.0,0.0,79.06309610829997
Level_010,0.3332290311184182,157,0,1.9607857798077506,0.7435007913020687,4,2,89,0.14458639563390316,0.6319363680735289,8.090453939583773,154.90442532995183,0.2010346366292909,0.14649551792427087,0.6647984426965443,4.031479536664695,97.03184645833888,0.07918123231655327,0.3600662080279611,0.7818146288460716,2.3466530522330444,61.914808403294835,0.0902973536665668,0.5978413029211948,0.025305316230716246,0.07705462981309442,0.029188973248682634,0.032692125479433475,0.008982878846940164,0.4090775220582115,0.23925878932166805,0.1757157805042424,0.02154132172127233,0.9346425389686869,0.402586473957367,0.18790259321298847,0.03320551811152812,0.0,0.0,0.028268740075224254,0.015884219399419544,0.21743760494611689,0.09883452147388842,0.06445136900795745,0.024381541560055245,0.9679413549469286,0.3983744905331468,0.152013743786099,0.02712065188042172,0.0,0.03642357991133231,0.0,0.018486329838159232,0.25527434190633047,0.10153040879452557,0.06445477455897922,0.01576946305796845,0.9736647253625085,0.34630147492157587,0.14212729858319298,141,141,0.723404255319149,4.418439716312057,0.06382978723404255,97.09707402072978,0.2765957446808511,0.014184397163120567,4.235772357723577,0.75,8.035714285714286,0.2857142857142857,0.07142857142857142,146.18154775633465,0.7,3.8875,0.0125,0.0,95.31679997046531,0.7575757575757576,2.6363636363636362,0.0,0.0,59.85392995541394
