player_id,level_id,player_skill,skill_group,attempts,completed,completion_time,perfect_clear,is_rage_quit,death_positions,num_deaths,play_date
Player_0001,Level_161,0.5993428306022466,intermediate,2,False,,False,False,[0.5303088313421018],2,2026-05-29 22:49:12.846612
Player_0001,Level_083,0.5993428306022466,intermediate,7,False,,False,False,"[0.18926633171037766, 0.29153277647902587, 0.7097893771631468, 0.5360947411162087, 0.5758895718654834, 0.744970116115201]",7,2026-05-05 22:49:12.848999
Player_0001,Level_074,0.5993428306022466,intermediate,4,True,99.68429571347215,False,False,"[0.9221390453031205, 0.5515698673997091, 0.14564815502133363]",3,2026-05-07 22:49:12.851321
Player_0001,Level_173,0.5993428306022466,intermediate,3,True,26.56473172751402,False,False,"[0.6080937385888129, 0.7621096294389906]",2,2026-04-13 22:49:12.852989
Player_0001,Level_116,0.5993428306022466,intermediate,2,False,,False,False,[0.5195509085627008],2,2026-04-21 22:49:12.854607
Player_0001,Level_152,0.5993428306022466,intermediate,2,True,72.88730483305501,True,False,[0.3976404150246976],1,2026-04-04 22:49:12.856281
Player_0001,Level_063,0.5993428306022466,intermediate,2,True,72.05149274685681,False,False,[0.6650592697044979],1,2026-05-06 22:49:12.857576
Player_0001,Level_176,0.5993428306022466,intermediate,3,False,,False,False,"[0.3991108959552803, 0.7870579718429701]",3,2026-04-26 22:49:12.859711
Player_0001,Level_192,0.5993428306022466,intermediate,2,True,70.49869769795284,True,False,[0.8183958098217344],1,2026-04-03 22:49:12.860911
Player_0001,Level_124,0.5993428306022466,intermediate,4,True,120.8573937307047,False,False,"[0.6287079622582484, 0.6359752399986307, 0.5114094856923249]",3,2026-05-03 22:49:12.861797
Player_0001,Level_110,0.5993428306022466,intermediate,5,True,31.664330974250188,True,False,"[0.1337061417008722, 0.5938772853996644, 0.7466044316616008, 0.42583121531756074]",4,2026-04-09 22:49:12.862659
Player_0001,Level_185,0.5993428306022466,intermediate,5,True,71.54975959429403,True,False,"[0.3201083895226611, 0.7929419556647195, 0.6602596508302654, 0.52071474583365]",4,2026-04-17 22:49:12.863486
