customer_id,switch_risk_score
CUST_000000,0.13714845293576858
CUST_000001,0.05556269638375586
CUST_000002,0.32072517501946246
CUST_000003,0.16738487171198144
CUST_000004,0.09276717798954105
CUST_000005,0.03832756220328884
CUST_000006,0.11518246886436077
CUST_000007,0.2761975866729689
CUST_000008,0.1590574507072158
CUST_000009,0.06091053706474952
CUST_000010,0.07696501117408859
CUST_000011,0.029832878052899275
CUST_000012,0.130439344792855
CUST_000013,0.4743230172715299
CUST_000014,0.036754328098044166
CUST_000015,0.0703075940847754
CUST_000016,0.09139849569177165
CUST_000017,0.05063195797130143
CUST_000018,0.23471239149459575
CUST_000019,0.0393623970847964
CUST_000020,0.07619957894979379
CUST_000021,0.5844765583170598
CUST_000022,0.0639823072358062
CUST_000023,0.4280344103355575
CUST_000024,0.061166544847917025
CUST_000025,0.10413373099216236
CUST_000026,0.11018036288543491
CUST_000027,0.11078790433718351
CUST_000028,0.052255334029966245
CUST_000029,0.1327302860447582
CUST_000030,0.20703644197177914
CUST_000031,0.10571396245198983
CUST_000032,0.04859833958934908
CUST_000033,0.0625948859171572
CUST_000034,0.2579378950849453
CUST_000035,0.0968589697294431
CUST_000036,0.03297173214217048
CUST_000037,0.04738241497794229
CUST_000038,0.379120506910895
CUST_000039,0.015673943987268808
CUST_000040,0.32230231356257144
CUST_000041,0.05446438958258935
CUST_000042,0.07708315372617199
CUST_000043,0.07551480360400714
CUST_000044,0.03213603827494114
CUST_000045,0.1223874226800555
CUST_000046,0.15036977525119272
CUST_000047,0.5318950827393694
CUST_000048,0.051435244309322656
CUST_000049,0.14999091413208498
CUST_000050,0.03728133278340825
CUST_000051,0.11040469301088306
CUST_000052,0.06610569087955818
CUST_000053,0.17753174121531487
CUST_000054,0.05781044278511311
CUST_000055,0.06621204662283962
CUST_000056,0.18005389962034976
CUST_000057,0.587977983222738
CUST_000058,0.6513292836083671
CUST_000059,0.09818387481051194
CUST_000060,0.09177773483168716
CUST_000061,0.4132365277842894
CUST_000062,0.14103286224272696
CUST_000063,0.1892826845027915
CUST_000064,0.1324448570315131
CUST_000065,0.025196910040617904
CUST_000066,0.1777639084477532
CUST_000067,0.10322562774647853
CUST_000068,0.12425068523341738
CUST_000069,0.07003488921778254
CUST_000070,0.19825262594919213
CUST_000071,0.10951648270870122
CUST_000072,0.028426011550968033
CUST_000073,0.011222415360065055
CUST_000074,0.09882148172455543
CUST_000075,0.5521231172876355
CUST_000076,0.026875618186751004
CUST_000077,0.32995521513895815
CUST_000078,0.6440010724124966
CUST_000079,0.44295651399379443
CUST_000080,0.08602555348545683
CUST_000081,0.04154591197228645
CUST_000082,0.647856640139807
CUST_000083,0.09524143415213453
CUST_000084,0.050943817995527683
CUST_000085,0.0803817743681785
CUST_000086,0.036698636419607626
CUST_000087,0.03877505441733419
CUST_000088,0.22582513374877988
CUST_000089,0.8456585986066435
CUST_000090,0.6077043393682046
CUST_000091,0.03182516052603443
CUST_000092,0.09072198213557564
CUST_000093,0.16453479224574033
CUST_000094,0.09151434304540573
CUST_000095,0.26594389448953054
CUST_000096,0.04354496399167075
