customer_id,loyalty_tier,loyalty_index,user_segment,preferences,personalized_strategies,product_recommendations,promotion_recommendations,communication_recommendations,expected_outcome,priority_score
CUST_000359,高忠诚度,87.42291492669658,稳定复购理性消费型,"{'top_categories': [np.str_('Clothing'), np.str_('Electronics'), np.str_('Sports')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Sports'), np.str_('Clothing')], 'price_sensitivity_level': 'low', 'promotion_responsiveness': 'high', 'avg_discount_used': np.float64(0.09761800000000001), 'promotion_purchase_rate': np.float64(0.38), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(22.0), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Direct Discount'), np.str_('Coupon')], 'avg_order_value': np.float64(126.373), 'spending_level': 'medium', 'total_spend': np.float64(6318.650000000001), 'return_rate': np.float64(0.02), 'days_since_last_purchase': 3, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Click-Through'), np.str_('Email Open')], 'engagement_level': 'high'}","[{'type': 'cross_sell', 'strategy': '基于您对Clothing和Electronics的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Clothing'), 'recommendation_type': 'personalized', 'rationale': '基于您Clothing品类的历史购买偏好'}, {'category': np.str_('Electronics'), 'recommendation_type': 'complementary', 'rationale': '与Clothing搭配购买的用户推荐'}, {'category': np.str_('Electronics'), 'recommendation_type': 'personalized', 'rationale': '基于您Electronics品类的历史购买偏好'}]","[{'promo_type': np.str_('Direct Discount'), 'target_category': np.str_('Clothing'), 'rationale': '您对Direct Discount促销响应率最高'}, {'promo_type': np.str_('Coupon'), 'target_category': np.str_('Clothing'), 'rationale': '您对Coupon促销响应率最高'}]","[{'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000094,高忠诚度,85.98219897328056,稳定复购理性消费型,"{'top_categories': [np.str_('Clothing'), np.str_('Sports'), np.str_('Electronics')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Clothing'), np.str_('Sports')], 'price_sensitivity_level': 'low', 'promotion_responsiveness': 'medium', 'avg_discount_used': np.float64(0.06506), 'promotion_purchase_rate': np.float64(0.24), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(22.081632653061224), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Direct Discount'), np.str_('Membership Discount')], 'avg_order_value': np.float64(100.49640000000001), 'spending_level': 'medium', 'total_spend': np.float64(5024.820000000001), 'return_rate': np.float64(0.02), 'days_since_last_purchase': 9, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Email Open'), np.str_('Social Media')], 'engagement_level': 'high'}","[{'type': 'cross_sell', 'strategy': '基于您对Clothing和Sports的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Clothing'), 'recommendation_type': 'personalized', 'rationale': '基于您Clothing品类的历史购买偏好'}, {'category': np.str_('Sports'), 'recommendation_type': 'complementary', 'rationale': '与Clothing搭配购买的用户推荐'}, {'category': np.str_('Sports'), 'recommendation_type': 'personalized', 'rationale': '基于您Sports品类的历史购买偏好'}]",[],"[{'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}, {'channel': '社交媒体', 'frequency': '每周2-3次', 'best_time': '周末下午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000144,高忠诚度,85.00615252256797,稳定复购理性消费型,"{'top_categories': [np.str_('Clothing'), np.str_('Food'), np.str_('Electronics')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Sports'), np.str_('Clothing')], 'price_sensitivity_level': 'medium', 'promotion_responsiveness': 'high', 'avg_discount_used': np.float64(0.134084), 'promotion_purchase_rate': np.float64(0.48), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(21.775510204081634), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Coupon'), np.str_('Direct Discount')], 'avg_order_value': np.float64(95.4338), 'spending_level': 'medium', 'total_spend': np.float64(4771.6900000000005), 'return_rate': np.float64(0.0), 'days_since_last_purchase': 16, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Email Open'), np.str_('App Visit')], 'engagement_level': 'medium'}","[{'type': 'cross_sell', 'strategy': '基于您对Clothing和Food的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Clothing'), 'recommendation_type': 'personalized', 'rationale': '基于您Clothing品类的历史购买偏好'}, {'category': np.str_('Food'), 'recommendation_type': 'complementary', 'rationale': '与Clothing搭配购买的用户推荐'}, {'category': np.str_('Food'), 'recommendation_type': 'personalized', 'rationale': '基于您Food品类的历史购买偏好'}]","[{'promo_type': np.str_('Coupon'), 'target_category': np.str_('Clothing'), 'rationale': '您对Coupon促销响应率最高'}, {'promo_type': np.str_('Direct Discount'), 'target_category': np.str_('Clothing'), 'rationale': '您对Direct Discount促销响应率最高'}]","[{'channel': 'APP推送', 'frequency': '每周1-2次', 'best_time': '工作日晚间'}, {'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000400,高忠诚度,84.76583710681236,稳定复购理性消费型,"{'top_categories': [np.str_('Electronics'), np.str_('Home'), np.str_('Clothing')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Home'), np.str_('Clothing')], 'price_sensitivity_level': 'medium', 'promotion_responsiveness': 'low', 'avg_discount_used': np.float64(0.06810263157894736), 'promotion_purchase_rate': np.float64(0.18421052631578946), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(27.783783783783782), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Coupon'), np.str_('Direct Discount')], 'avg_order_value': np.float64(148.86815789473687), 'spending_level': 'medium', 'total_spend': np.float64(5656.990000000001), 'return_rate': np.float64(0.02631578947368421), 'days_since_last_purchase': 11, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Click-Through'), np.str_('Email Open')], 'engagement_level': 'high'}","[{'type': 'cross_sell', 'strategy': '基于您对Electronics和Home的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Electronics'), 'recommendation_type': 'personalized', 'rationale': '基于您Electronics品类的历史购买偏好'}, {'category': np.str_('Home'), 'recommendation_type': 'complementary', 'rationale': '与Electronics搭配购买的用户推荐'}, {'category': np.str_('Home'), 'recommendation_type': 'personalized', 'rationale': '基于您Home品类的历史购买偏好'}]",[],"[{'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000035,高忠诚度,84.57969826352671,稳定复购理性消费型,"{'top_categories': [np.str_('Electronics'), np.str_('Home'), np.str_('Clothing')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Home'), np.str_('Sports')], 'price_sensitivity_level': 'medium', 'promotion_responsiveness': 'medium', 'avg_discount_used': np.float64(0.0668825), 'promotion_purchase_rate': np.float64(0.2), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(27.846153846153847), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Direct Discount'), np.str_('Bundle Deal')], 'avg_order_value': np.float64(129.31625), 'spending_level': 'medium', 'total_spend': np.float64(5172.65), 'return_rate': np.float64(0.0), 'days_since_last_purchase': 1, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Email Open'), np.str_('Click-Through')], 'engagement_level': 'medium'}","[{'type': 'cross_sell', 'strategy': '基于您对Electronics和Home的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Electronics'), 'recommendation_type': 'personalized', 'rationale': '基于您Electronics品类的历史购买偏好'}, {'category': np.str_('Home'), 'recommendation_type': 'complementary', 'rationale': '与Electronics搭配购买的用户推荐'}, {'category': np.str_('Home'), 'recommendation_type': 'personalized', 'rationale': '基于您Home品类的历史购买偏好'}]",[],"[{'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000121,高忠诚度,83.64553579555336,稳定复购理性消费型,"{'top_categories': [np.str_('Clothing'), np.str_('Electronics'), np.str_('Food')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Clothing'), np.str_('Beauty')], 'price_sensitivity_level': 'low', 'promotion_responsiveness': 'medium', 'avg_discount_used': np.float64(0.05197499999999999), 'promotion_purchase_rate': np.float64(0.20454545454545456), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(25.232558139534884), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Membership Discount'), np.str_('Direct Discount')], 'avg_order_value': np.float64(125.96295454545454), 'spending_level': 'medium', 'total_spend': np.float64(5542.37), 'return_rate': np.float64(0.0), 'days_since_last_purchase': 5, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Email Open'), np.str_('Click-Through')], 'engagement_level': 'medium'}","[{'type': 'cross_sell', 'strategy': '基于您对Clothing和Electronics的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Clothing'), 'recommendation_type': 'personalized', 'rationale': '基于您Clothing品类的历史购买偏好'}, {'category': np.str_('Electronics'), 'recommendation_type': 'complementary', 'rationale': '与Clothing搭配购买的用户推荐'}, {'category': np.str_('Electronics'), 'recommendation_type': 'personalized', 'rationale': '基于您Electronics品类的历史购买偏好'}]",[],"[{'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000391,高忠诚度,82.91141996266443,稳定复购理性消费型,"{'top_categories': [np.str_('Clothing'), np.str_('Electronics'), np.str_('Sports')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Clothing'), np.str_('Home')], 'price_sensitivity_level': 'medium', 'promotion_responsiveness': 'medium', 'avg_discount_used': np.float64(0.103598), 'promotion_purchase_rate': np.float64(0.34), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(22.06122448979592), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Membership Discount'), np.str_('Coupon')], 'avg_order_value': np.float64(129.32500000000002), 'spending_level': 'medium', 'total_spend': np.float64(6466.250000000001), 'return_rate': np.float64(0.02), 'days_since_last_purchase': 3, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Email Open'), np.str_('Social Media')], 'engagement_level': 'medium'}","[{'type': 'cross_sell', 'strategy': '基于您对Clothing和Electronics的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Clothing'), 'recommendation_type': 'personalized', 'rationale': '基于您Clothing品类的历史购买偏好'}, {'category': np.str_('Electronics'), 'recommendation_type': 'complementary', 'rationale': '与Clothing搭配购买的用户推荐'}, {'category': np.str_('Electronics'), 'recommendation_type': 'personalized', 'rationale': '基于您Electronics品类的历史购买偏好'}]",[],"[{'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}, {'channel': '社交媒体', 'frequency': '每周2-3次', 'best_time': '周末下午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000207,高忠诚度,82.77858521046551,稳定复购理性消费型,"{'top_categories': [np.str_('Electronics'), np.str_('Clothing'), np.str_('Food')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Sports'), np.str_('Home')], 'price_sensitivity_level': 'low', 'promotion_responsiveness': 'medium', 'avg_discount_used': np.float64(0.061209302325581395), 'promotion_purchase_rate': np.float64(0.2558139534883721), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(25.095238095238095), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Coupon'), np.str_('Direct Discount')], 'avg_order_value': np.float64(168.88116279069772), 'spending_level': 'medium', 'total_spend': np.float64(7261.890000000001), 'return_rate': np.float64(0.023255813953488372), 'days_since_last_purchase': 9, 'activity_level': 'active', 'preferred_interaction_types': [np.str_('Click-Through'), np.str_('Social Media')], 'engagement_level': 'high'}","[{'type': 'cross_sell', 'strategy': '基于您对Electronics和Clothing的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'advocacy', 'strategy': '邀请成为品牌大使，享受推荐奖励和专属社群权益', 'expected_impact': '获得3-5个新客户推荐'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Electronics'), 'recommendation_type': 'personalized', 'rationale': '基于您Electronics品类的历史购买偏好'}, {'category': np.str_('Clothing'), 'recommendation_type': 'complementary', 'rationale': '与Electronics搭配购买的用户推荐'}, {'category': np.str_('Clothing'), 'recommendation_type': 'personalized', 'rationale': '基于您Clothing品类的历史购买偏好'}]",[],"[{'channel': '社交媒体', 'frequency': '每周2-3次', 'best_time': '周末下午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000179,高忠诚度,82.65993071165498,稳定复购理性消费型,"{'top_categories': [np.str_('Home'), np.str_('Electronics'), np.str_('Clothing')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Home'), np.str_('Clothing')], 'price_sensitivity_level': 'low', 'promotion_responsiveness': 'medium', 'avg_discount_used': np.float64(0.06279565217391304), 'promotion_purchase_rate': np.float64(0.2391304347826087), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(22.644444444444446), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Direct Discount'), np.str_('Membership Discount')], 'avg_order_value': np.float64(129.03891304347823), 'spending_level': 'medium', 'total_spend': np.float64(5935.789999999999), 'return_rate': np.float64(0.0), 'days_since_last_purchase': 55, 'activity_level': 'moderate', 'preferred_interaction_types': [np.str_('Email Open'), np.str_('Click-Through')], 'engagement_level': 'high'}","[{'type': 'cross_sell', 'strategy': '基于您对Home和Electronics的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Home'), 'recommendation_type': 'personalized', 'rationale': '基于您Home品类的历史购买偏好'}, {'category': np.str_('Electronics'), 'recommendation_type': 'complementary', 'rationale': '与Home搭配购买的用户推荐'}, {'category': np.str_('Electronics'), 'recommendation_type': 'personalized', 'rationale': '基于您Electronics品类的历史购买偏好'}]",[],"[{'channel': '电子邮件', 'frequency': '每周1次', 'best_time': '周二上午'}]",预计在3个月内客户终身价值提升15-25%,5
CUST_000241,高忠诚度,82.28740458843194,稳定复购理性消费型,"{'top_categories': [np.str_('Clothing'), np.str_('Home'), np.str_('Electronics')], 'top_spend_categories': [np.str_('Electronics'), np.str_('Home'), np.str_('Clothing')], 'price_sensitivity_level': 'low', 'promotion_responsiveness': 'medium', 'avg_discount_used': np.float64(0.077642), 'promotion_purchase_rate': np.float64(0.3), 'only_promo_buyer': np.False_, 'never_promo_buyer': np.False_, 'avg_inter_purchase_days': np.float64(21.3265306122449), 'purchase_frequency_level': 'frequent', 'preferred_promo_types': [np.str_('Coupon'), np.str_('Membership Discount')], 'avg_order_value': np.float64(112.4022), 'spending_level': 'medium', 'total_spend': np.float64(5620.11), 'return_rate': np.float64(0.04), 'days_since_last_purchase': 42, 'activity_level': 'moderate', 'preferred_interaction_types': [np.str_('Click-Through'), np.str_('Social Media')], 'engagement_level': 'high'}","[{'type': 'cross_sell', 'strategy': '基于您对Clothing和Home的偏好，推荐配套组合产品', 'expected_impact': '增加购买品类广度'}, {'type': 'retention', 'strategy': '定期寄送专属会员杂志和新品小样，强化品牌归属感', 'expected_impact': '降低流失率 5-10%'}]","[{'category': np.str_('Clothing'), 'recommendation_type': 'personalized', 'rationale': '基于您Clothing品类的历史购买偏好'}, {'category': np.str_('Home'), 'recommendation_type': 'complementary', 'rationale': '与Clothing搭配购买的用户推荐'}, {'category': np.str_('Home'), 'recommendation_type': 'personalized', 'rationale': '基于您Home品类的历史购买偏好'}]",[],"[{'channel': '社交媒体', 'frequency': '每周2-3次', 'best_time': '周末下午'}]",预计在3个月内客户终身价值提升15-25%,5
