customer_id,switch_date,target_competitor,switch_reasons,primary_reason,price_sensitivity,promotion_responsiveness,loyalty_tendency,previous_spend,previous_frequency,is_returned,return_date,return_competitor,category_switched
CUST_000002,2026-02-22,BrandB,更低价格; 品牌形象,更低价格,0.29655499919735395,0.4733691945728094,0.5203374445674649,2169.56,22,0,,,Beauty
CUST_000013,2025-12-07,BrandB,更多促销; 会员权益,更多促销,0.23300817341082714,0.8720640383177507,0.3684777589251536,2445.96,18,1,2026-02-24,BrandC,Clothing
CUST_000021,2026-01-22,BrandB,产品丰富度; 新品吸引,产品丰富度,0.5714781949326763,0.4370767742562544,0.2374291344783716,1204.5,9,0,,,Clothing
CUST_000023,2026-03-06,BrandC,产品丰富度,产品丰富度,0.45575844372043905,0.2767649463492652,0.6917594436451487,4517.83,30,0,,,Electronics
CUST_000040,2026-01-11,BrandD,新品吸引; 更优服务; 更多促销,新品吸引,0.36640423819315304,0.6730001545657577,0.3371255089771354,1944.98,22,0,,,Clothing
CUST_000047,2026-02-26,BrandB,会员权益,会员权益,0.6609433328257592,0.8134928131693722,0.47897749265144185,3972.5299999999997,24,1,2026-05-19,BrandC,Electronics
CUST_000057,2026-03-03,BrandD,口碑推荐; 便利性,口碑推荐,0.2887076248477267,0.8628355821630626,0.17313559973184353,1452.49,14,0,,,Clothing
CUST_000058,2026-01-23,BrandC,便利性; 更多促销; 更优服务,便利性,0.6536705271303919,0.4762078400569624,0.8336399060625599,6324.039999999999,47,0,,,Electronics
CUST_000061,2025-12-29,BrandB,更多促销; 产品丰富度; 品牌形象,更多促销,0.5046507994145912,0.8215543786924372,0.3172685925558851,2326.79,17,1,2026-05-29,BrandD,Clothing
CUST_000075,2025-11-30,BrandA,口碑推荐,口碑推荐,0.4622734163992015,0.8921161807915653,0.38429812656608053,2341.4,19,0,,,Clothing
CUST_000077,2025-10-28,BrandB,便利性,便利性,0.5431273462513025,0.41476098459674715,0.3921763954155282,1643.54,17,0,,,Clothing
CUST_000078,2025-12-19,BrandB,便利性; 口碑推荐; 更好品质,便利性,0.4193538422289719,0.3483568325148787,0.10205755417124854,1656.8100000000002,11,0,,,Electronics
CUST_000079,2025-11-19,BrandD,更优服务,更优服务,0.33304985184388985,0.3646620470988605,0.45541999221701485,2679.7700000000004,22,0,,,Clothing
CUST_000082,2026-01-07,BrandA,更好品质,更好品质,0.12683504453818428,0.9368245841442547,0.8337762570742994,6224.19,48,0,,,Clothing
CUST_000089,2026-01-02,BrandA,品牌形象,品牌形象,0.8317295095988315,0.151233653480123,0.7365338911495612,4202.599999999999,37,0,,,Beauty
CUST_000090,2026-01-13,BrandA,便利性,便利性,0.6012270440078732,0.16884745155472125,0.38662453233262123,1841.8999999999996,23,0,,,Beauty
CUST_000097,2025-12-08,BrandC,口碑推荐; 更低价格,口碑推荐,0.5979214410270337,0.491092876781865,0.4271285359573997,2844.44,19,0,,,Electronics
CUST_000107,2026-01-08,BrandB,会员权益; 新品吸引; 口碑推荐,会员权益,0.5096595192535595,0.4682361834654077,0.32831991622944245,4104.37,28,0,,,Home
CUST_000108,2026-01-05,BrandB,品牌形象; 更好品质,品牌形象,0.321336977588041,0.8261587689196811,0.08763691461286953,1218.92,16,1,2026-06-13,BrandD,Beauty
CUST_000116,2026-02-07,BrandA,新品吸引; 产品丰富度,新品吸引,0.5466670127082689,0.9022823845270249,0.34501771095886546,3442.3100000000004,23,0,,,Clothing
CUST_000124,2025-12-21,BrandC,更优服务; 便利性,更优服务,0.4467251148274376,0.45586982790162334,0.14820928915303386,1496.7,15,0,,,Beauty
CUST_000139,2025-12-28,BrandD,更优服务; 口碑推荐,更优服务,0.24855911672623418,0.28618653657690973,0.1929160629686012,1996.0,13,0,,,Home
CUST_000140,2026-03-08,BrandA,便利性; 品牌形象,便利性,0.3615877354090481,0.5798895164783661,0.06497017548977084,1945.27,13,0,,,Beauty
CUST_000141,2026-01-02,BrandA,口碑推荐; 会员权益; 更多促销,口碑推荐,0.6028674215987535,0.6470293510132096,0.059852513145332326,1997.8400000000001,16,0,,,Clothing
CUST_000143,2026-02-13,BrandA,品牌形象; 更多促销,品牌形象,0.7993290103977019,0.47401719857875774,0.30522247122828133,1541.49,14,1,2026-06-09,BrandA,Electronics
CUST_000145,2026-02-04,BrandB,新品吸引,新品吸引,0.35577657751795894,0.421476038976276,0.6154502104670251,3152.0,29,1,2026-06-02,BrandD,Beauty
CUST_000146,2026-03-20,BrandB,更优服务; 新品吸引; 更多促销,更优服务,0.8903325737019298,0.9087704450541603,0.31203855668021097,2297.82,17,0,,,Clothing
CUST_000153,2026-01-15,BrandB,更好品质; 品牌形象,更好品质,0.4822401489106934,0.6466072777890993,0.7339732748131637,5230.01,49,0,,,Home
CUST_000166,2025-09-05,BrandD,产品丰富度; 口碑推荐; 更优服务,产品丰富度,0.19481573737615598,0.8211883384707391,0.20999787903713343,1471.14,14,0,,,Beauty
CUST_000174,2026-02-13,BrandA,会员权益,会员权益,0.253830901689093,0.5262011643018915,0.1851608192691574,1716.6200000000001,12,0,,,Electronics
CUST_000191,2025-12-15,BrandE,更好品质,更好品质,0.46348544068645253,0.6865695596202135,0.49295445906310686,2380.5,24,0,,,Clothing
CUST_000197,2025-11-28,BrandA,更低价格; 更优服务; 更好品质,更低价格,0.7886233833318019,0.15060395723748038,0.49135543182837266,1715.65,18,0,,,Clothing
CUST_000202,2026-01-05,BrandE,口碑推荐; 更优服务; 会员权益,口碑推荐,0.2771090197782022,0.6396754001354412,0.46847824508019703,2343.4000000000005,17,1,2026-05-15,BrandB,Clothing
CUST_000204,2025-12-29,BrandC,新品吸引; 品牌形象; 便利性,新品吸引,0.1431842764484858,0.5860853575867733,0.4982333815154755,3317.1,25,0,,,Electronics
CUST_000210,2026-02-20,BrandB,更优服务,更优服务,0.2033709674054612,0.499488837322641,0.44950622120917916,2798.43,17,1,2026-06-02,BrandA,Electronics
CUST_000215,2026-01-26,BrandB,产品丰富度; 便利性,产品丰富度,0.5743503954231751,0.6221800674025667,0.6273231971480657,2502.86,23,0,,,Clothing
CUST_000216,2025-09-24,BrandC,会员权益; 新品吸引; 更好品质,会员权益,0.07230046299655643,0.6117339759250574,0.0984449427504485,791.7800000000001,9,0,,,Food
CUST_000217,2025-11-18,BrandC,品牌形象; 会员权益; 口碑推荐,品牌形象,0.5455001374346956,0.6927113912727949,0.6187447036096981,2671.14,28,0,,,Clothing
CUST_000223,2025-09-13,BrandE,品牌形象,品牌形象,0.2834627291320049,0.4837799614273835,0.382713990243287,1039.3,8,0,,,Electronics
CUST_000224,2026-02-01,BrandC,更优服务; 口碑推荐,更优服务,0.12919304823840808,0.5493355433771442,0.2866170856734087,1607.3000000000002,11,0,,,Sports
CUST_000228,2025-09-09,BrandC,便利性,便利性,0.3266466860836787,0.5804389476319234,0.23594636809925673,1401.25,10,0,,,Clothing
CUST_000239,2026-03-04,BrandD,品牌形象,品牌形象,0.4945744627689138,0.2351419654381507,0.34421818250559083,2445.1899999999996,16,0,,,Electronics
CUST_000240,2026-01-28,BrandC,更多促销; 产品丰富度; 新品吸引,更多促销,0.5369223696946723,0.5179188261201308,0.4805182491848923,2778.22,21,0,,,Clothing
CUST_000242,2026-03-13,BrandA,便利性; 产品丰富度; 更低价格,便利性,0.5601774253908399,0.45968750143456727,0.33839185791860477,1007.81,12,0,,,Clothing
CUST_000243,2025-07-27,BrandB,会员权益; 口碑推荐,会员权益,0.39510893880347314,0.6024233974548283,0.08067022316025248,781.46,7,0,,,Sports
CUST_000244,2026-03-01,BrandD,口碑推荐; 新品吸引,口碑推荐,0.821226272232715,0.840650174154425,0.40590550820006427,3026.99,20,0,,,Electronics
CUST_000253,2025-11-12,BrandD,更多促销,更多促销,0.477783275926387,0.47142080733203623,0.22730641986149025,2246.3199999999997,19,0,,,Food
